731,455,656,493,664,570,751,575
742,689,661,683,659,787,734,782
930,890,926,965,1246,964,1245,893
665,899,663,976,863,971,862,901
658,1109,655,1198,1720,1191,1720,1102
353,1113,352,1187,561,1182,559,1107
659,1247,656,1336,844,1335,845,1250
1063,1627,1062,1725,2476,1716,2477,1621
355,1633,354,1724,927,1715,927,1633
